Line,Sample,X,Y,Mark,Status,GPSStat,GPSalt,Time[ms],Time[hhmmss.sss],PowerLn,I_450Hz,Q_450Hz,I_1530Hz,Q_1530Hz,I_5310Hz,Q_5310Hz,I_18330Hz,Q_18330Hz,I_63030Hz,Q_63030Hz,EC450Hz[mS/m],EC1530Hz[mS/m],EC5310Hz[mS/m],EC18330Hz[mS/m],EC63030Hz[mS/m],TotalEC[mS/m],MSusc450Hz[1/1000],MSusc1530Hz[1/1000],MSusc5310Hz[1/1000],MSusc18330Hz[1/1000],MSusc63030Hz[1/1000]
0,33,727438.04,4335897.10,0,0,1,333.32,236228.300,000356.2283,0.9,4.40747e+002,4.16974e+001,5.34390e+002,3.25723e+002,4.00025e+002,8.66102e+002,5.56380e+002,3.43730e+003,2.35376e+003,1.12504e+004, 3.83972e+001, 7.68022e+001, 5.67119e+001, 6.87849e+001, 7.60687e+001, 6.63623e+001,-4.36106e+000,-5.28518e+000,-3.95893e+000,-5.50207e+000,-2.30714e+001
0,34,727438.04,4335897.10,0,0,1,333.32,236328.300,000356.3283,0.5,4.74329e+002,8.46723e+001,5.17774e+002,2.81948e+002,4.39263e+002,9.72118e+002,4.54292e+002,3.39368e+003,2.36496e+003,1.11947e+004, 7.30408e+001, 6.66688e+001, 6.40647e+001, 6.73795e+001, 7.57091e+001, 6.85683e+001,-4.69257e+000,-5.12127e+000,-4.34641e+000,-4.49478e+000,-2.31799e+001
0,35,727438.04,4335897.10,0,0,1,333.32,236428.300,000356.4283,0.6,5.16111e+002,7.54284e+001,5.24771e+002,2.44690e+002,4.90354e+002,9.62041e+002,4.70169e+002,3.50915e+003,2.42993e+003,1.12095e+004, 6.73751e+001, 5.83530e+001, 6.38054e+001, 6.98664e+001, 7.60135e+001, 6.93796e+001,-5.10486e+000,-5.19030e+000,-4.85072e+000,-4.65151e+000,-2.38091e+001
0,36,727438.03,4335897.10,0,0,1,333.33,236528.300,000356.5283,0.4,5.18900e+002,9.55535e+001,5.18104e+002,2.32508e+002,5.16041e+002,9.62319e+002,5.61582e+002,3.57146e+003,2.44647e+003,1.12924e+004, 8.29638e+001, 5.54910e+001, 6.40446e+001, 7.16234e+001, 7.66521e+001, 7.02363e+001,-5.13238e+000,-5.12452e+000,-5.10417e+000,-5.55337e+000,-2.39692e+001
0,37,727438.03,4335897.10,0,0,1,333.33,236628.300,000356.6283,0.5,5.22831e+002,1.46672e+002,5.65423e+002,2.20135e+002,5.15751e+002,9.91540e+002,5.84642e+002,3.46263e+003,2.44785e+003,1.13286e+004, 1.22548e+002, 5.33797e+001, 6.59960e+001, 6.94524e+001, 7.69131e+001, 7.03332e+001,-5.17116e+000,-5.59124e+000,-5.10131e+000,-5.78074e+000,-2.39826e+001
0,38,727438.03,4335897.10,0,0,1,333.33,236728.300,000356.7283,1.0,5.72406e+002,1.22284e+002,5.50699e+002,2.29586e+002,5.37961e+002,9.52950e+002,6.13374e+002,3.40962e+003,2.44498e+003,1.13458e+004, 1.05738e+002, 5.53142e+001, 6.36094e+001, 6.84811e+001, 7.70262e+001, 6.91454e+001,-5.66010e+000,-5.44604e+000,-5.32041e+000,-6.06398e+000,-2.39548e+001
0,39,727438.03,4335897.10,0,0,1,333.34,236828.300,000356.8283,0.5,5.51377e+002,3.97698e+001,5.00731e+002,2.76513e+002,5.31407e+002,9.43868e+002,6.30024e+002,3.45449e+003,2.44862e+003,1.13729e+004, 3.96840e+001, 6.51657e+001, 6.29449e+001, 6.95038e+001, 7.72298e+001, 6.92915e+001,-5.45273e+000,-4.95312e+000,-5.25576e+000,-6.22807e+000,-2.39901e+001
0,40,727438.03,4335897.10,0,0,1,333.34,236928.300,000356.9283,0.7,5.45439e+002,-4.30666e+001,4.93857e+002,2.72108e+002,5.13389e+002,9.62394e+002,5.83440e+002,3.48498e+003,2.43551e+003,1.13611e+004, 5.20643e+000, 6.40624e+001, 6.40267e+001, 6.99152e+001, 7.71054e+001, 6.97990e+001,-5.39416e+000,-4.88529e+000,-5.07801e+000,-5.76889e+000,-2.38631e+001
0,41,727438.03,4335897.10,0,0,1,333.34,237028.300,000357.0283,0.7,5.07216e+002,1.98737e+001,5.26243e+002,2.37832e+002,4.79085e+002,9.74926e+002,5.15519e+002,3.45509e+003,2.40093e+003,1.13754e+004, 2.22902e+001, 5.68206e+001, 6.45691e+001, 6.89581e+001, 7.70995e+001, 6.96864e+001,-5.01710e+000,-5.20482e+000,-4.73951e+000,-5.09902e+000,-2.35283e+001
0,42,727438.03,4335897.10,0,0,1,333.34,237128.300,000357.1283,0.6,4.35470e+002,1.02668e+002,5.19227e+002,2.21887e+002,3.95883e+002,9.78911e+002,4.64847e+002,3.39278e+003,2.38270e+003,1.13747e+004, 8.54976e+001, 5.30987e+001, 6.41503e+001, 6.74117e+001, 7.70380e+001, 6.90004e+001,-4.30896e+000,-5.13560e+000,-3.91801e+000,-4.59898e+000,-2.33518e+001
0,43,727438.03,4335897.10,0,0,1,333.34,237228.300,000357.2283,0.5,4.06801e+002,1.28063e+002,4.78986e+002,2.01401e+002,4.28739e+002,9.51346e+002,4.39085e+002,3.45124e+003,2.33235e+003,1.13542e+004, 1.03791e+002, 4.78651e+001, 6.25956e+001, 6.85050e+001, 7.67371e+001, 6.86861e+001,-4.02585e+000,-4.73853e+000,-4.24250e+000,-4.34465e+000,-2.28639e+001
0,44,727438.03,4335897.09,0,0,1,333.34,237328.300,000357.3283,0.5,4.37342e+002,1.37736e+002,4.54315e+002,2.03866e+002,4.73846e+002,9.34821e+002,4.94335e+002,3.55528e+003,2.34245e+003,1.13075e+004, 1.12323e+002, 4.80788e+001, 6.18533e+001, 7.09506e+001, 7.64379e+001, 6.91247e+001,-4.32744e+000,-4.49501e+000,-4.68780e+000,-4.89000e+000,-2.29618e+001
