Line,Sample,X,Y,Mark,Status,Time[ms],Time[hhmmss.sss],PowerLn,I_450Hz,Q_450Hz,I_1530Hz,Q_1530Hz,I_5310Hz,Q_5310Hz,I_18330Hz,Q_18330Hz,I_63030Hz,Q_63030Hz,EC450Hz[mS/m],EC1530Hz[mS/m],EC5310Hz[mS/m],EC18330Hz[mS/m],EC63030Hz[mS/m],TotalEC[mS/m],MSusc450Hz[1/1000],MSusc1530Hz[1/1000],MSusc5310Hz[1/1000],MSusc18330Hz[1/1000],MSusc63030Hz[1/1000]
0,33,2.76,0.00,0,0,47837587.800,131717.5878,61.9,-3.52230e+002,1.04153e+003,-3.36863e+002,1.99596e+003,3.08186e+003,2.77515e+003,6.80069e+003,1.35068e+004,2.20950e+004,2.46662e+004, 7.57002e+002, 4.39973e+002, 2.28983e+002, 3.68816e+002, 2.99252e+002, 2.95673e+002, 3.49167e+000, 3.33909e+000,-3.00393e+001,-6.51073e+001,-1.97099e+002
0,34,2.85,0.00,0,0,47837687.800,131717.6878,61.8,-5.65115e+002,1.36693e+003,-1.31310e+002,1.99456e+003,2.70649e+003,3.14593e+003,6.69533e+003,1.31469e+004,2.19172e+004,2.41443e+004, 1.00529e+003, 4.39670e+002, 2.50855e+002, 3.57492e+002, 2.92514e+002, 2.98219e+002, 5.60793e+000, 1.30026e+000,-2.64289e+001,-6.41309e+001,-1.95669e+002
0,35,2.93,0.00,0,0,47837787.800,131717.7878,61.8,-2.65444e+002,1.01887e+003,3.71170e+002,2.09749e+003,2.91340e+003,4.55774e+003,6.90552e+003,1.24499e+004,2.14758e+004,2.38317e+004, 7.39884e+002, 4.79440e+002, 3.65088e+002, 3.41671e+002, 2.87086e+002, 3.34521e+002, 2.63023e+000,-3.66628e+000,-2.84207e+001,-6.60777e+001,-1.92106e+002
0,36,3.01,0.00,0,0,47837887.800,131717.8878,61.6,-3.29921e+002,7.55535e+002,4.23189e+002,2.48739e+003,4.29715e+003,4.88286e+003,6.85672e+003,1.20189e+004,2.08136e+004,2.35204e+004, 5.42394e+002, 5.75046e+002, 4.24160e+002, 3.30375e+002, 2.78679e+002, 3.50625e+002, 3.27016e+000,-4.17903e+000,-4.16383e+001,-6.56261e+001,-1.86736e+002
0,37,3.10,0.00,0,0,47837987.800,131717.9878,65.8,-4.91382e+002,8.62429e+002,1.62480e+002,2.44260e+003,3.69234e+003,2.39047e+003,6.65902e+003,1.24271e+004,2.02614e+004,2.32991e+004, 6.22231e+002, 5.52065e+002, 2.09168e+002, 3.37584e+002, 2.72153e+002, 2.69960e+002, 4.87446e+000,-1.60657e+000,-3.58830e+001,-6.37942e+001,-1.82233e+002
0,38,3.18,0.00,0,0,47838087.800,131718.0878,54.4,-3.70781e+002,1.07007e+003,4.70999e+001,2.04785e+003,1.92126e+003,3.00332e+003,6.27746e+003,1.23338e+004,1.91540e+004,2.27029e+004, 7.78601e+002, 4.53961e+002, 2.25871e+002, 3.29781e+002, 2.57914e+002, 2.69519e+002, 3.67591e+000,-4.65981e-001,-1.88333e+001,-6.02490e+001,-1.73135e+002
0,39,3.26,0.00,0,0,47838187.800,131718.1878,62.5,-3.20093e+002,1.11420e+003,5.22754e+002,2.37767e+003,1.71847e+003,3.01506e+003,5.70190e+003,1.02113e+004,1.59152e+004,2.03905e+004, 8.12079e+002, 5.53369e+002, 2.23332e+002, 2.68992e+002, 2.13593e+002, 2.35536e+002, 3.17259e+000,-5.15971e+000,-1.68622e+001,-5.48765e+001,-1.45996e+002
0,40,3.35,0.00,0,0,47838287.800,131718.2878,62.8,-8.36929e+002,1.40222e+003,7.05936e+002,3.03531e+003,1.31285e+003,1.72680e+003,5.34344e+003,8.23022e+003,1.39704e+004,1.83891e+004, 1.03240e+003, 7.23147e+002, 1.24017e+002, 2.14533e+002, 1.83545e+002, 1.71299e+002, 8.31650e+000,-6.96147e+000,-1.29078e+001,-5.15155e+001,-1.29310e+002
0,41,3.43,0.00,0,0,47838387.800,131718.3878,62.7,-8.37738e+002,1.46236e+003,6.43042e+002,2.84192e+003,3.07397e+002,1.15244e+003,4.99053e+003,7.74044e+003,1.33314e+004,1.73632e+004, 1.07877e+003, 6.72219e+002, 7.40070e+001, 1.98778e+002, 1.70685e+002, 1.43465e+002, 8.32457e+000,-6.34321e+000,-3.03731e+000,-4.81951e+001,-1.23761e+002
0,42,3.51,0.00,0,0,47838487.800,131718.4878,63.1,-6.12981e+002,1.04127e+003,8.08826e+002,1.83816e+003,1.38398e+002,-3.09481e+002,4.23963e+003,7.61242e+003,1.24815e+004,1.62036e+004, 7.56778e+002, 4.36155e+002, 3.09653e-002, 1.88628e+002, 1.55910e+002, 1.07875e+002, 6.08437e+000,-7.97205e+000,-1.36862e+000,-4.10924e+001,-1.16330e+002
